train_loss,val_loss
3.6048389429019556,3.7735754258575893
2.4530823375615807,3.634686218840735
1.8934104671435696,3.4791446842608
1.7113970370578862,3.4077989930907884
1.6697078706726196,3.0618149549478577
1.601280456615819,3.422169233494926
1.6473606695376692,3.0441093725107966
1.7619359389775329,3.4376287772541954
1.696934119960855,2.9061901161801957
1.4409119784240685,3.0305674423774085
1.4981980097317507,3.0159092910942578
1.5839331758519013,3.001905731147244
1.6060869725687164,3.0340993273116292
1.4451746992648593,3.3115671262854622
1.5420717481701147,2.909961160981939
1.4276863547662895,3.043033840400832
1.4060622226624262,2.9820691034907387
1.3864021107909226,2.86768964749007
1.3807657433762437,3.156728702996458
1.4524519282082717,2.9894967263653163
1.3326690980484561,3.145144515803882
1.4603601404362254,2.9131649588899955
1.4148214325781852,2.8535096019151664
1.354998879134655,2.8952728396370295
1.3050877675709744,2.8357355458928004
1.6170402264429464,2.855593442207291
1.4498949106487016,2.914144365383046
1.4686350602479208,3.209701309157979
1.3453367310206568,2.974232711252712
1.3149275347472182,2.816511409623282
1.2822190835362388,2.8422249670894373
1.3183621674894341,2.8702924152215323
1.4367192075366066,2.846617502825601
1.3636216738867382,2.817330521841844
1.3416400830601416,2.978427238407589
1.26480305389989,2.9816768556123687
1.2622518477044882,2.8990866470904577
1.2787179062290797,2.864598493224808
1.390213543401351,2.835397669158521
1.289342770589486,2.8237211252784444
1.2794148868452462,2.8191382057432617
1.292558814295464,2.9456747500669387
1.3158774139684817,2.9424151799508502
1.3136544073857959,2.837264272606089
1.280653967182078,2.8184876740865765
1.3318605608646832,2.794255354663446
1.2688837199220582,2.863613890572673
1.278478187937585,2.9185873624824343
1.2402977045507184,2.901405655025017
1.2936206266934436,2.74472075798327
1.1975808963770904,2.7782037497631142
1.1787801026588394,2.7631922480428504
1.1645337612412514,2.7550490642232552
1.1537273334309694,2.7783655508288314
1.1702422967683228,2.7290218743007806
1.1767665169955719,2.7285567827167965
1.1700512991833782,2.7428876238742044
1.1677671714375417,2.7231218536340056
1.17265592196158,2.734399789678199
1.1622771181994014,2.7811242877727462
1.1766042683628344,2.7287052163765546
1.163684715561214,2.7492063524467603
1.1761485445239241,2.783382066392473
1.1571401171977558,2.7433167394428026
1.1546644001371331,2.7979799980031594
1.1615652285871052,2.717453411115067
1.1592393670349368,2.7046049280713
1.2002617191700709,2.719699866803629
1.1500441144324012,2.726503059977577
1.153795326867747,2.719937404440272
1.1553052966261195,2.7144738422440633
1.1418003107288055,2.7142277287230607
1.161933390068866,2.71499900923421
1.1596448522297635,2.7236392278046835
1.1560215416645248,2.735692538498413
1.114275071562992,2.697335140868312
1.1007559035150778,2.6931625412156186
1.1047529216914895,2.6821283296282803
1.1009036370715688,2.6868646571944867
1.1046135631345568,2.6805577102072893
1.104163256813846,2.6921860306035903
1.1064518446339264,2.683555133463371
1.0982479461660934,2.6916990275716497
1.100534205295382,2.690593732831379
1.102169761049842,2.738667234334917
1.1028933081007193,2.694049030764117
1.0961479125692257,2.7078004954382777
1.1121002319490625,2.6890428594890095
1.0964744424831772,2.7069577601339136
1.1015620291646984,2.676284164722477
1.1011833705835872,2.702244694566443
1.097670900531941,2.694334411372741
1.0999340130725788,2.704225081506939
1.082350196198575,2.691648416487234
1.0970345964980504,2.682502164682817
1.100955790899221,2.692638929312428
1.0900861139424027,2.7839897868356536
1.0929849129465838,2.6884438754724607
1.0872887241402789,2.7208592983938398
1.0903808520663352,2.694676644567932
