4.117152653634548187e-03,7.118433248251676559e-03,8.303113281726837158e-03,1.253745425492525101e-02,1.116547640413045883e-02,1.240800693631172180e-02,1.431764848530292511e-02,1.676977984607219696e-02,1.570843160152435303e-02,1.047978363931179047e-02,8.926423615776002407e-04,1.692863926291465759e-02,1.451505720615386963e-02
4.283207934349775314e-03,8.150343783199787140e-03,8.808037266135215759e-03,1.948559470474720001e-02,1.064656954258680344e-02,1.641955971717834473e-02,1.712195016443729401e-02,1.580389775335788727e-02,1.525061577558517456e-02,7.618074305355548859e-03,9.012966183945536613e-04,3.484930098056793213e-02,2.611556649208068848e-02
4.308930598199367523e-03,6.772299762815237045e-03,8.126973174512386322e-03,1.412835717201232910e-02,1.096421852707862854e-02,1.197067275643348694e-02,1.375389005988836288e-02,1.566295512020587921e-02,1.511998008936643600e-02,1.128679793328046799e-02,9.356889058835804462e-04,1.921730861067771912e-02,1.582191139459609985e-02
5.365458782762289047e-03,1.138380076736211777e-02,1.293824613094329834e-02,1.957493089139461517e-02,1.467815600335597992e-02,1.578631065785884857e-02,1.835082471370697021e-02,2.300790324807167053e-02,2.012227289378643036e-02,1.032367348670959473e-02,8.153356611728668213e-04,2.163459733128547668e-02,1.897926628589630127e-02
3.490817500278353691e-03,5.444944836199283600e-03,8.217872120440006256e-03,1.253530941903591156e-02,1.380851026624441147e-02,1.436859555542469025e-02,1.443194597959518433e-02,1.181935425847768784e-02,9.989423677325248718e-03,2.653168328106403351e-02,5.427069263532757759e-04,1.335422694683074951e-02,1.330359745770692825e-02
2.751327352598309517e-03,5.260779522359371185e-03,7.633615285158157349e-03,1.223306078463792801e-02,9.484530426561832428e-03,1.150104124099016190e-02,1.461618300527334213e-02,1.405164133757352829e-02,1.405695267021656036e-02,1.412765774875879288e-02,1.340385992079973221e-03,1.479063369333744049e-02,1.249804347753524780e-02
3.620713250711560249e-03,6.975846365094184875e-03,9.238026104867458344e-03,1.257169805467128754e-02,1.101918611675500870e-02,1.194008346647024155e-02,1.420246716588735580e-02,1.446620654314756393e-02,1.591525599360466003e-02,1.113756373524665833e-02,1.182829728350043297e-03,1.393229048699140549e-02,1.041371840983629227e-02
3.921778872609138489e-03,7.114393170922994614e-03,8.843203075230121613e-03,1.284369453787803650e-02,1.151516381651163101e-02,1.484705414623022079e-02,1.556875649839639664e-02,1.785794831812381744e-02,1.584172062575817108e-02,1.031207200139760971e-02,6.243044626899063587e-04,1.794528216123580933e-02,1.523837726563215256e-02
4.804310854524374008e-03,6.060606800019741058e-03,6.676126737147569656e-03,9.971396997570991516e-03,8.579379878938198090e-03,1.050687115639448166e-02,1.114728394895792007e-02,1.327057741582393646e-02,1.212141383439302444e-02,1.084210630506277084e-02,8.201959426514804363e-04,1.446084305644035339e-02,1.221313048154115677e-02
7.171827834099531174e-03,8.584755472838878632e-03,9.594217874109745026e-03,1.304620876908302307e-02,1.170661207288503647e-02,1.277462858706712723e-02,1.402616966515779495e-02,1.699130982160568237e-02,1.561495009809732437e-02,1.691972091794013977e-02,3.152000484988093376e-03,1.524566113948822021e-02,1.235587149858474731e-02
4.367048852145671844e-03,7.205817382782697678e-03,9.348836727440357208e-03,1.307331863790750504e-02,1.279238797724246979e-02,1.473132241517305374e-02,1.680025272071361542e-02,1.995244622230529785e-02,1.917845383286476135e-02,1.031796634197235107e-02,1.136104925535619259e-03,2.118564210832118988e-02,1.761092804372310638e-02
2.515739575028419495e-02,1.725339516997337341e-02,1.262782048434019089e-02,1.687909103929996490e-02,1.627786643803119659e-02,1.969290152192115784e-02,2.218162640929222107e-02,2.280157245695590973e-02,2.305484004318714142e-02,1.586823910474777222e-02,1.940361689776182175e-03,2.574255317449569702e-02,2.243365533649921417e-02
7.912328466773033142e-03,6.754701491445302963e-03,8.631113916635513306e-03,1.025461684912443161e-02,8.888549171388149261e-03,9.020610712468624115e-03,9.524875320494174957e-03,1.075683254748582840e-02,1.030405890196561813e-02,3.478303924202919006e-02,1.555429073050618172e-03,1.060759276151657104e-02,9.261523373425006866e-03
5.766505841165781021e-03,6.611962337046861649e-03,7.372459396719932556e-03,9.479811415076255798e-03,9.068721905350685120e-03,1.201061531901359558e-02,1.322786882519721985e-02,1.485476922243833542e-02,1.384332403540611267e-02,1.230110600590705872e-02,9.540640749037265778e-04,1.554172951728105545e-02,1.438899897038936615e-02
4.852122627198696136e-03,8.246109820902347565e-03,1.050160359591245651e-02,1.458786427974700928e-02,1.307279989123344421e-02,1.500721834599971771e-02,1.697957143187522888e-02,2.036204561591148376e-02,1.839774101972579956e-02,1.537091936916112900e-02,8.834484615363180637e-04,1.768954098224639893e-02,1.593604125082492828e-02
2.793963067233562469e-03,4.820575471967458725e-03,6.327249575406312943e-03,9.223491884768009186e-03,8.778559044003486633e-03,9.842305444180965424e-03,1.080428157001733780e-02,1.269475277513265610e-02,1.186709944158792496e-02,1.099684089422225952e-02,1.005110447295010090e-03,1.257989462465047836e-02,1.111797057092189789e-02
3.117213025689125061e-03,4.847848322242498398e-03,7.380871567875146866e-03,1.114627812057733536e-02,9.887658990919589996e-03,1.057110447436571121e-02,1.292254216969013214e-02,1.444708928465843201e-02,1.459110993891954422e-02,2.095957100391387939e-02,1.082764239981770515e-03,1.766180805861949921e-02,1.626461930572986603e-02
3.017180133610963821e-03,4.863529466092586517e-03,7.131442893296480179e-03,9.609546512365341187e-03,7.814948447048664093e-03,1.023774873465299606e-02,1.373535767197608948e-02,1.371002942323684692e-02,1.543699018657207489e-02,1.942817494273185730e-02,1.343718613497912884e-03,1.369672548025846481e-02,1.207483280450105667e-02
4.814120475202798843e-03,7.294313982129096985e-03,9.430304169654846191e-03,1.266727596521377563e-02,1.006615255028009415e-02,1.184588577598333359e-02,1.485078874975442886e-02,1.567628234624862671e-02,1.682836003601551056e-02,3.126022964715957642e-02,1.117098610848188400e-03,1.479264255613088608e-02,1.320068817585706711e-02
3.209871472790837288e-03,5.094600375741720200e-03,6.544451229274272919e-03,1.033539324998855591e-02,8.958105929195880890e-03,9.577685967087745667e-03,1.055217068642377853e-02,1.303681265562772751e-02,1.090420410037040710e-02,2.843489497900009155e-02,2.578926039859652519e-03,1.336678862571716309e-02,1.149367541074752808e-02
4.650407936424016953e-03,6.011317484080791473e-03,8.218494243919849396e-03,1.260146405547857285e-02,1.307751704007387161e-02,1.232580654323101044e-02,1.098926458507776260e-02,1.138157397508621216e-02,8.775079622864723206e-03,3.425597026944160461e-02,8.785811951383948326e-04,1.031021401286125183e-02,1.032503880560398102e-02
3.023566678166389465e-03,5.149296019226312637e-03,6.550185382366180420e-03,1.054131239652633667e-02,9.129339829087257385e-03,9.514388628304004669e-03,1.024130266159772873e-02,1.211459096521139145e-02,1.053797174245119095e-02,1.970391720533370972e-02,6.700413068756461143e-04,1.174982916563749313e-02,1.041077636182308197e-02
3.746102331206202507e-03,9.002180770039558411e-03,1.079442724585533142e-02,1.484896894544363022e-02,1.158260367810726166e-02,1.242938637733459473e-02,1.368203945457935333e-02,1.732645928859710693e-02,1.447081752121448517e-02,7.103382609784603119e-03,7.150871097110211849e-04,1.449677813798189163e-02,1.191172655671834946e-02
3.600933356210589409e-03,5.873278249055147171e-03,7.623504381626844406e-03,1.095561403781175613e-02,9.885749779641628265e-03,9.579988196492195129e-03,8.996286429464817047e-03,9.465410374104976654e-03,8.118567988276481628e-03,1.719145849347114563e-02,6.826026365160942078e-04,9.006975218653678894e-03,7.840904407203197479e-03
2.771044149994850159e-03,5.170437507331371307e-03,6.027936469763517380e-03,8.346330374479293823e-03,6.778996437788009644e-03,7.268227171152830124e-03,7.631876040250062943e-03,9.086523205041885376e-03,9.077529422938823700e-03,1.515318360179662704e-02,4.514507891144603491e-04,9.515582583844661713e-03,7.957023568451404572e-03
3.950439859181642532e-03,9.582861326634883881e-03,1.158424094319343567e-02,1.552878413349390030e-02,1.264563016593456268e-02,1.400845963507890701e-02,1.548884995281696320e-02,1.982130669057369232e-02,1.642760448157787323e-02,1.580808870494365692e-02,3.642255323939025402e-04,1.564696244895458221e-02,1.345071848481893539e-02
3.821111517027020454e-03,6.815243046730756760e-03,8.292631246149539948e-03,1.138500496745109558e-02,1.131227426230907440e-02,1.247978024184703827e-02,1.353497896343469620e-02,1.597414351999759674e-02,1.479816529899835587e-02,2.363403886556625366e-02,7.636204245500266552e-04,1.433963514864444733e-02,1.237289607524871826e-02
2.812356455251574516e-03,5.002854857593774796e-03,6.550986319780349731e-03,9.206855669617652893e-03,8.722227998077869415e-03,8.855484426021575928e-03,9.146377444267272949e-03,1.346826273947954178e-02,1.023062318563461304e-02,2.854010276496410370e-02,1.421116176061332226e-03,1.123290508985519409e-02,1.230665389448404312e-02
4.589785821735858917e-03,9.477437473833560944e-03,1.141307689249515533e-02,1.353172026574611664e-02,1.222137268632650375e-02,1.600529812276363373e-02,1.931156590580940247e-02,2.136063762009143829e-02,2.178945764899253845e-02,5.237717647105455399e-03,2.124664024449884892e-04,1.256950758397579193e-02,9.224453009665012360e-03
3.310104366391897202e-03,5.494313780218362808e-03,7.529939059168100357e-03,9.621373377740383148e-03,1.033779047429561615e-02,2.019588090479373932e-02,2.465250901877880096e-02,2.822960168123245239e-02,2.862863801419734955e-02,7.268457207828760147e-03,2.300324995303526521e-04,1.614257693290710449e-02,1.065321452915668488e-02
2.592841861769556999e-03,5.211576819419860840e-03,6.627759430557489395e-03,7.491383235901594162e-03,8.450251072645187378e-03,1.466245856136083603e-02,1.747422665357589722e-02,2.014304138720035553e-02,1.901947148144245148e-02,1.137291733175516129e-02,1.851966080721467733e-04,9.726949036121368408e-03,6.761479657143354416e-03
3.612839849665760994e-03,7.254930678755044937e-03,7.688646670430898666e-03,9.075780399143695831e-03,8.065534755587577820e-03,1.073191594332456589e-02,1.183197461068630219e-02,1.317011285573244095e-02,1.276911143213510513e-02,4.640905186533927917e-03,2.079804689856246114e-04,8.440657518804073334e-03,7.189792115241289139e-03
4.528411664068698883e-03,6.736794486641883850e-03,8.164762519299983978e-03,1.084588840603828430e-02,1.018799189478158951e-02,1.737219095230102539e-02,2.063151821494102478e-02,2.614242769777774811e-02,2.345526404678821564e-02,8.884877897799015045e-03,2.982860896736383438e-04,1.483243331313133240e-02,1.187868788838386536e-02
1.909440266899764538e-03,4.613332450389862061e-03,5.230319220572710037e-03,5.737719126045703888e-03,4.468999803066253662e-03,4.695300944149494171e-03,4.617549944669008255e-03,5.076537374407052994e-03,4.425641614943742752e-03,3.220576094463467598e-03,1.796421274775639176e-04,3.589278319850564003e-03,3.021783195436000824e-03
7.835301570594310760e-03,1.217733509838581085e-02,1.710578985512256622e-02,1.732172444462776184e-02,1.831177063286304474e-02,1.701261475682258606e-02,1.780082471668720245e-02,1.724748127162456512e-02,1.907717995345592499e-02,8.811950683593750000e-03,2.156855334760621190e-04,1.934569329023361206e-02,1.634200662374496460e-02
1.123598963022232056e-02,1.393537875264883041e-02,1.712394692003726959e-02,1.913508959114551544e-02,2.144106663763523102e-02,2.678343653678894043e-02,2.945536002516746521e-02,2.936594933271408081e-02,3.107919171452522278e-02,1.500548049807548523e-02,2.509421028662472963e-04,2.415423840284347534e-02,2.013032324612140656e-02
5.019399803131818771e-03,9.435809217393398285e-03,1.420420873910188675e-02,2.035662531852722168e-02,2.420559339225292206e-02,3.504252806305885315e-02,3.876842185854911804e-02,4.355605691671371460e-02,4.137836769223213196e-02,2.654036134481430054e-02,5.958870169706642628e-04,3.341598436236381531e-02,2.113962732255458832e-02
6.367703899741172791e-03,1.119605358690023422e-02,1.349588669836521149e-02,1.778536476194858551e-02,1.895895600318908691e-02,2.185679413378238678e-02,2.327671088278293610e-02,2.845491841435432434e-02,2.548774518072605133e-02,1.830207556486129761e-02,4.756556008942425251e-04,2.102080732583999634e-02,1.417076494544744492e-02
4.882857203483581543e-03,1.182275544852018356e-02,1.333657652139663696e-02,1.702185720205307007e-02,1.525524351745843887e-02,1.713936962187290192e-02,1.938530802726745605e-02,2.554065920412540436e-02,2.059969492256641388e-02,1.660059392452239990e-02,3.403639711905270815e-04,1.840592175722122192e-02,1.400730293244123459e-02
3.531396389007568359e-03,5.111583508551120758e-03,7.840707898139953613e-03,8.838244713842868805e-03,9.968535974621772766e-03,1.005354709923267365e-02,1.243625767529010773e-02,1.251681987196207047e-02,1.330061815679073334e-02,6.318445783108472824e-03,5.776376347057521343e-04,1.793757081031799316e-02,1.480209734290838242e-02
5.874372087419033051e-03,5.750642623752355576e-03,6.446359213441610336e-03,7.210794370621442795e-03,6.031079217791557312e-03,7.260516285896301270e-03,8.245700970292091370e-03,1.098512765020132065e-02,8.693771436810493469e-03,5.293084774166345596e-03,1.771205133991315961e-04,9.216377511620521545e-03,6.214021239429712296e-03
4.222079180181026459e-03,1.055712345987558365e-02,1.177220232784748077e-02,1.554354466497898102e-02,1.286418549716472626e-02,1.433336082845926285e-02,1.665940508246421814e-02,2.314371615648269653e-02,1.754036173224449158e-02,1.554681733250617981e-02,4.900005296804010868e-04,1.568296551704406738e-02,1.260514371097087860e-02
5.392365623265504837e-03,9.166912175714969635e-03,1.054489985108375549e-02,1.338444929569959641e-02,1.303927134722471237e-02,1.604353450238704681e-02,1.811609417200088501e-02,2.153513208031654358e-02,1.872901991009712219e-02,8.239321410655975342e-03,3.145264054182916880e-04,1.555473729968070984e-02,1.227266620844602585e-02
6.880886387079954147e-03,5.335625726729631424e-03,4.490786232054233551e-03,2.854830352589488029e-03,1.504115876741707325e-03,1.579509349539875984e-03,1.475018914788961411e-03,1.852644141763448715e-03,1.461384585127234459e-03,1.683114096522331238e-03,7.804809720255434513e-04,2.078879624605178833e-03,2.472560852766036987e-03
2.437638351693749428e-03,3.353693289682269096e-03,3.873107722029089928e-03,3.524150932207703590e-03,2.647103043273091316e-03,2.801468595862388611e-03,2.858519088476896286e-03,3.448535222560167313e-03,2.753840992227196693e-03,7.007073727436363697e-04,1.074969986802898347e-04,2.280934015288949013e-03,2.010163851082324982e-03
2.342472318559885025e-03,3.928651567548513412e-03,5.339389201253652573e-03,5.413348320871591568e-03,6.790415383875370026e-03,1.359453704208135605e-02,1.588856242597103119e-02,2.024372853338718414e-02,1.704881526529788971e-02,9.270692244172096252e-03,1.491420407546684146e-04,9.646007791161537170e-03,6.136850919574499130e-03
3.671659622341394424e-03,6.643983535468578339e-03,7.920092903077602386e-03,1.085749641060829163e-02,1.030027586966753006e-02,1.954574137926101685e-02,2.459396049380302429e-02,2.700248174369335175e-02,2.637563273310661316e-02,1.434850040823221207e-02,2.190603991039097309e-04,1.864718645811080933e-02,1.527865603566169739e-02
3.903484670445322990e-03,8.163942024111747742e-03,8.493323810398578644e-03,1.173951942473649979e-02,9.218613617122173309e-03,1.028122566640377045e-02,1.133973710238933563e-02,1.391666941344738007e-02,1.178296376019716263e-02,5.379810463637113571e-03,3.782333224080502987e-04,1.132624410092830658e-02,8.651159703731536865e-03
5.880093201994895935e-03,3.586835460737347603e-03,4.165987484157085419e-03,1.775771961547434330e-03,1.779579091817140579e-03,1.510263304226100445e-03,1.667381031438708305e-03,1.827252563089132309e-03,2.061249455437064171e-03,2.042394131422042847e-03,2.262223570141941309e-04,2.843179507181048393e-03,3.345496952533721924e-03
3.128096461296081543e-03,2.241173759102821350e-03,3.105040639638900757e-03,2.657323842868208885e-03,1.631789025850594044e-03,1.861567492596805096e-03,1.857975032180547714e-03,2.074458869174122810e-03,1.664822455495595932e-03,1.539539662189781666e-03,2.490555634722113609e-04,1.459709950722754002e-03,1.776596182025969028e-03
4.632589872926473618e-03,7.279966957867145538e-03,9.050585329532623291e-03,1.143439020961523056e-02,1.137252151966094971e-02,1.258519105613231659e-02,1.374776661396026611e-02,1.691171340644359589e-02,1.519479602575302124e-02,1.245678588747978210e-02,9.665639372542500496e-04,1.823731325566768646e-02,1.398788858205080032e-02
4.690318834036588669e-03,8.249844424426555634e-03,1.089015696197748184e-02,1.503646466881036758e-02,1.453026104718446732e-02,1.636215671896934509e-02,1.820108294486999512e-02,2.181562036275863647e-02,1.979800127446651459e-02,1.596906036138534546e-02,8.656075806356966496e-04,2.170796506106853485e-02,1.692532747983932495e-02
2.682907506823539734e-03,4.359387326985597610e-03,6.194041576236486435e-03,9.264625608921051025e-03,7.455184590071439743e-03,9.257684461772441864e-03,1.055052224546670914e-02,1.154317799955606461e-02,1.126673724502325058e-02,1.437871251255273819e-02,1.209008391015231609e-03,1.110440399497747421e-02,1.198762096464633942e-02
4.553961567580699921e-03,8.273770101368427277e-03,9.825215674936771393e-03,1.398758031427860260e-02,1.085891202092170715e-02,1.173458900302648544e-02,1.299753878265619278e-02,1.573980785906314850e-02,1.460159569978713989e-02,1.319895312190055847e-02,8.161634323187172413e-04,1.379179023206233978e-02,1.148207113146781921e-02
3.741085994988679886e-03,4.846822470426559448e-03,6.486807484179735184e-03,9.042545221745967865e-03,8.637242950499057770e-03,9.861621074378490448e-03,9.722148068249225616e-03,8.677488192915916443e-03,7.564976811408996582e-03,1.768540218472480774e-02,7.394885178655385971e-04,9.025087580084800720e-03,7.366844918578863144e-03
4.091135226190090179e-03,5.047442391514778137e-03,6.099959369748830795e-03,8.590850979089736938e-03,7.967685349285602570e-03,9.272637777030467987e-03,9.388557635247707367e-03,9.190795011818408966e-03,8.371912874281406403e-03,1.696777716279029846e-02,6.032257224433124065e-04,8.873926475644111633e-03,8.080612868070602417e-03
4.869218915700912476e-03,5.378551781177520752e-03,6.764317862689495087e-03,9.372183121740818024e-03,8.859345689415931702e-03,8.654996752738952637e-03,9.340622462332248688e-03,1.510200276970863342e-02,9.800083935260772705e-03,3.926141932606697083e-02,1.701930421404540539e-03,1.097771339118480682e-02,1.260253600776195526e-02
3.508302383124828339e-03,5.680385511368513107e-03,5.974001716822385788e-03,5.306392908096313477e-03,3.913623280823230743e-03,4.644798580557107925e-03,4.720789380371570587e-03,5.299764219671487808e-03,4.469624254852533340e-03,2.741369651630520821e-03,1.680291316006332636e-04,3.099499735981225967e-03,2.711023669689893723e-03
1.066172309219837189e-02,2.014341391623020172e-02,2.309806086122989655e-02,5.487054958939552307e-02,4.337653145194053650e-02,2.332435362040996552e-02,3.124375641345977783e-02,3.268976882100105286e-02,3.148087859153747559e-02,1.564754731953144073e-02,7.721201400272548199e-04,7.440406829118728638e-02,5.400218814611434937e-02
