train_loss,val_loss
3.274401723274163,3.631863046260107
2.277180833121141,3.6063727473928813
1.8754105249804163,3.5063728251982305
1.6981847086359585,3.676214228783335
1.6592808708785072,3.0027329676917622
1.596830302997241,3.5163865176339946
1.6512574789424737,3.0579630203899884
1.8345844575928316,3.2464771158993244
1.5494382073363615,2.9264134083475386
1.450682921187272,3.0145072472237406
1.49315233564093,3.001052644458555
1.5905163142652738,3.05462699152884
1.5685583390295506,3.098340672041689
1.4898868837053814,3.7101687476748513
1.534113977902702,2.8778273912944963
1.5154791333904816,3.3719489056439627
1.4736568182706833,3.0216041723532334
1.4315584626580988,2.857123516233904
1.410442139923809,3.202383087859267
1.4604922375745244,3.086302263396127
1.3680290233876025,3.36971539187999
1.4457232866081453,2.9144926369190216
1.4376499858049174,2.8183451207975545
1.3853511577915578,2.8426637583900067
1.3183299673218576,2.9575216401190985
1.5162450671195984,2.8525999071342603
1.4954552701896144,2.9770816678092595
1.456810098969274,3.033197504601308
1.4478274256818824,2.9499812802033767
1.3190657236864642,2.830231280376514
1.2988003049164065,2.8656053738225076
1.3378392863013442,2.903716798516966
1.2845646740927819,2.7738604142463634
1.294945032616693,2.805798098666682
1.42137838184597,3.195185871528728
1.3246293908783369,3.2164511368388222
1.2935167606328688,2.9589305484578725
1.272769409601414,2.8372855948372964
1.3292758010386947,2.786855669159974
1.2850983700168037,2.805832409610351
1.3083073372937857,2.863363153256831
1.3477834930554742,2.9058691516873383
1.3499476826557564,3.252066270936103
1.3371519545418402,2.8208538739099387
1.3029826871814236,2.826669780714881
1.2932037913373537,2.787001968317089
1.2833986676460694,2.9275517509806726
1.298047734247077,2.882524880447558
1.2673996974462791,2.8970274575764225
1.3590069312957072,2.7529699753171633
1.1988946548589166,2.8038683883136226
1.1874725273440754,2.760604357879077
1.181296306721393,2.7574182886275507
1.1702635743847443,2.785701937441315
1.1835511824086544,2.7308144035438695
1.1968453506835632,2.729843362567148
1.1689391578178083,2.7308739027274505
1.1745300853240586,2.729622148420839
1.183070968097401,2.7409773346568858
1.1748598117883953,2.800610046922451
1.1798334014971579,2.727164006658963
1.1652790784007974,2.7689308681126152
1.1887648194023068,2.7564725117491826
1.1692240200641135,2.756929117654051
1.1679987074245537,2.7924586254216375
1.1913105599168274,2.754088045142236
1.1821447544849464,2.703983619321315
1.1843182236724903,2.724568143398279
1.1651400400414353,2.777511509756247
1.1632176885854393,2.7266660016030073
1.1602608227570141,2.7226024571628797
1.1561869179741258,2.7226254964868226
1.1751104566519932,2.708191338305672
1.1806305388491305,2.7282743114711985
1.1584279393067671,2.7224021208960387
1.1164386920808327,2.6957835806533694
1.1037142838957528,2.6872421805968596
1.107998229578019,2.680083531819816
1.1065916111249299,2.6896430681503953
1.109950825394619,2.6810670403674957
1.1053951990214133,2.691863863684592
1.107017895783342,2.6833479994287095
1.100953510045887,2.693315769412688
1.1029921805870437,2.686652068713946
1.1060879442190368,2.736584872273462
1.1033846367564466,2.6934396353594603
1.098151495088897,2.7137366265856793
1.1287087925251513,2.6852455702832057
1.1011105901192104,2.692693415763123
1.1020423939658537,2.6737424252288684
1.1035059601482418,2.6872788606921123
1.1012735847265473,2.701761419840512
1.104085561050664,2.698955291837809
1.0813461654036054,2.695204496206272
1.0963750948005961,2.687149861738795
1.1097885937474312,2.7081850249142874
1.087612318555041,2.8117175093364146
1.0948323518303889,2.6983571435723985
1.0892233482103735,2.7359437716326545
1.094048243237748,2.6872963820406723
